fpr_test_SVM,tpr_test_SVM
0.0,0.0
0.0,0.0017574692442882249
0.0,0.11599297012302284
0.000355998576005696,0.11599297012302284
0.000355998576005696,0.1687170474516696
0.000711997152011392,0.1687170474516696
0.000711997152011392,0.18629173989455183
0.001067995728017088,0.18629173989455183
0.001067995728017088,0.21616871704745166
0.001067995728017088,0.21968365553602812
0.001067995728017088,0.28998242530755713
0.001423994304022784,0.28998242530755713
0.001423994304022784,0.29349736379613356
0.00177999288002848,0.29349736379613356
0.00177999288002848,0.3233743409490334
0.002491990032039872,0.3233743409490334
0.002491990032039872,0.40421792618629176
0.002491990032039872,0.4077328646748682
0.002491990032039872,0.4130052724077329
0.002491990032039872,0.4165202108963093
0.002491990032039872,0.4253075571177504
0.002491990032039872,0.4288224956063269
0.002491990032039872,0.43233743409490333
0.002491990032039872,0.4358523725834798
0.002491990032039872,0.437609841827768
0.002847988608045568,0.437609841827768
0.002847988608045568,0.4868189806678383
0.003203987184051264,0.4868189806678383
0.003203987184051264,0.5149384885764499
0.00355998576005696,0.5149384885764499
0.00355998576005696,0.5202108963093146
0.00355998576005696,0.523725834797891
0.00355998576005696,0.5887521968365553
0.003915984336062656,0.5887521968365553
0.003915984336062656,0.671353251318102
0.003915984336062656,0.6748681898066784
0.003915984336062656,0.6959578207381371
0.004271982912068352,0.6959578207381371
0.004271982912068352,0.6994727592267135
0.004271982912068352,0.70298769771529
0.004271982912068352,0.7152899824253075
0.004271982912068352,0.718804920913884
0.004271982912068352,0.7223198594024605
0.004627981488074048,0.7223198594024605
0.004627981488074048,0.7293497363796133
0.004983980064079744,0.7293497363796133
0.004983980064079744,0.7381370826010545
0.004983980064079744,0.7416520210896309
0.004983980064079744,0.7469244288224957
0.00533997864008544,0.7469244288224957
0.00533997864008544,0.7557117750439367
0.005695977216091136,0.7557117750439367
0.005695977216091136,0.7592267135325131
0.006051975792096832,0.7592267135325131
0.006051975792096832,0.7715289982425307
0.006407974368102528,0.7715289982425307
0.006407974368102528,0.7750439367311072
0.00711997152011392,0.7750439367311072
0.00711997152011392,0.7785588752196837
0.007475970096119616,0.7785588752196837
0.007475970096119616,0.7961335676625659
0.007831968672125312,0.7961335676625659
0.007831968672125312,0.7996485061511424
0.008187967248131008,0.7996485061511424
0.008187967248131008,0.8031634446397188
0.008187967248131008,0.8137082601054482
0.008187967248131008,0.8172231985940246
0.008187967248131008,0.8224956063268892
0.008187967248131008,0.8260105448154658
0.008543965824136704,0.8260105448154658
0.008543965824136704,0.8471001757469244
0.0088999644001424,0.8471001757469244
0.0088999644001424,0.8541300527240774
0.009255962976148096,0.8541300527240774
0.009255962976148096,0.8558875219683656
0.009611961552153792,0.8558875219683656
0.009611961552153792,0.8576449912126538
0.011035955856176576,0.8576449912126538
0.011035955856176576,0.8611599297012302
0.011391954432182272,0.8611599297012302
0.011391954432182272,0.8699472759226714
0.013171947312210752,0.8699472759226714
0.013171947312210752,0.875219683655536
0.013527945888216448,0.875219683655536
0.013527945888216448,0.8804920913884007
0.014595941616233536,0.8804920913884007
0.014595941616233536,0.8822495606326889
0.015307938768244928,0.8822495606326889
0.015307938768244928,0.8857644991212654
0.015663937344250624,0.8857644991212654
0.016375934496262016,0.8857644991212654
0.01673193307226771,0.8857644991212654
0.01673193307226771,0.8875219683655536
0.017087931648273408,0.8875219683655536
0.017087931648273408,0.9015817223198594
0.017443930224279102,0.9015817223198594
0.017443930224279102,0.9050966608084359
0.018867924528301886,0.9050966608084359
0.018867924528301886,0.9086115992970123
0.019579921680313278,0.9086115992970123
0.019579921680313278,0.9103690685413005
0.019935920256318976,0.9103690685413005
0.019935920256318976,0.9121265377855887
0.021715913136347454,0.9121265377855887
0.021715913136347454,0.9138840070298769
0.022427910288358846,0.9138840070298769
0.022783908864364544,0.9138840070298769
0.022783908864364544,0.9173989455184535
0.024563901744393022,0.9173989455184535
0.024563901744393022,0.9191564147627417
0.02491990032039872,0.9191564147627417
0.02491990032039872,0.9209138840070299
0.025275898896404414,0.9209138840070299
0.025275898896404414,0.9244288224956063
0.025631897472410112,0.9244288224956063
0.026343894624421504,0.9244288224956063
0.026343894624421504,0.9261862917398945
0.027055891776432896,0.9261862917398945
0.027055891776432896,0.9279437609841827
0.02741189035243859,0.9279437609841827
0.02741189035243859,0.9314586994727593
0.027767888928444288,0.9314586994727593
0.02847988608045568,0.9314586994727593
