fpr_test,tpr_test
0.0,0.0
0.000711997152011392,0.0035149384885764497
0.001067995728017088,0.0035149384885764497
0.001067995728017088,0.07205623901581722
0.001423994304022784,0.07205623901581722
0.001423994304022784,0.10720562390158173
0.00177999288002848,0.10720562390158173
0.00177999288002848,0.11247803163444639
0.002135991456034176,0.11247803163444639
0.002135991456034176,0.1195079086115993
0.002491990032039872,0.1195079086115993
0.002491990032039872,0.13532513181019332
0.002847988608045568,0.13532513181019332
0.002847988608045568,0.21616871704745166
0.003203987184051264,0.21616871704745166
0.003203987184051264,0.23374340949033393
0.00355998576005696,0.23374340949033393
0.00355998576005696,0.2688927943760984
0.004271982912068352,0.2688927943760984
0.004271982912068352,0.3216168717047452
0.004271982912068352,0.3251318101933216
0.004271982912068352,0.3304042179261863
0.004271982912068352,0.3374340949033392
0.004271982912068352,0.35676625659050965
0.004627981488074048,0.35676625659050965
0.004627981488074048,0.4780316344463972
0.004983980064079744,0.4780316344463972
0.004983980064079744,0.48154657293497366
0.004983980064079744,0.4868189806678383
0.00533997864008544,0.4868189806678383
0.00533997864008544,0.492091388400703
0.00533997864008544,0.4956063268892794
0.00533997864008544,0.5026362038664324
0.005695977216091136,0.5026362038664324
0.005695977216091136,0.5061511423550088
0.005695977216091136,0.5096660808435852
0.005695977216091136,0.5131810193321616
0.006051975792096832,0.5131810193321616
0.006051975792096832,0.5430579964850615
0.006407974368102528,0.5430579964850615
0.006407974368102528,0.5746924428822495
0.006763972944108224,0.5746924428822495
0.006763972944108224,0.5887521968365553
0.00711997152011392,0.5887521968365553
0.00711997152011392,0.6449912126537786
0.00711997152011392,0.648506151142355
0.00711997152011392,0.671353251318102
0.00711997152011392,0.6748681898066784
0.00711997152011392,0.6818980667838312
0.007475970096119616,0.6818980667838312
0.007475970096119616,0.6942003514938488
0.007831968672125312,0.6942003514938488
0.007831968672125312,0.7205623901581723
0.008543965824136704,0.7205623901581723
0.008543965824136704,0.7240773286467487
0.0088999644001424,0.7240773286467487
0.0088999644001424,0.7293497363796133
0.009255962976148096,0.7293497363796133
0.009255962976148096,0.7328646748681898
0.009255962976148096,0.7363796133567663
0.009255962976148096,0.7416520210896309
0.009255962976148096,0.7486818980667839
0.009255962976148096,0.7785588752196837
0.010323958704165184,0.7785588752196837
0.010323958704165184,0.7820738137082601
0.01067995728017088,0.7820738137082601
0.01067995728017088,0.8014059753954306
0.011035955856176576,0.8014059753954306
0.011035955856176576,0.804920913884007
0.011747953008187968,0.804920913884007
0.011747953008187968,0.8066783831282952
0.011747953008187968,0.8101933216168717
0.011747953008187968,0.81195079086116
